osu file format v128

[General]
AudioFilename: audio.wav
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 4
TimelineZoom: 1

[Metadata]
Title: Fragmentation
TitleUnicode: Fragmentation
Artist: Itz
ArtistUnicode: Itz
Creator: Xelyz29417
Version: New Difficulty

[Difficulty]
HPDrainRate: 5
CircleSize: 5
OverallDifficulty: 5
ApproachRate: 8.6
SliderMultiplier: 1.3999999687075613
SliderTickRate: 1

[Events]
2,2815,4593
2,5453,7230
2,8090,9867
2,10727,12505
2,13859,15142
2,16002,17779
2,19134,20417
2,21277,23054
2,24573,25691
2,27211,28329
2,32486,33604
2,35123,36241
2,37760,38878
2,108310,110087
2,110947,112724
2,116222,117999
2,118859,120637
2,121497,123274

[TimingPoints]
2615,329.6703296703297,4,1,0,100,1,0

[Colours]
Combo1: 255,192,0,255
Combo2: 0,202,0,255
Combo3: 18,124,255,255
Combo4: 242,24,57,255

[HitObjects]
204,164,2615,5,0,1:0:0:0:
340,132,5252,5,0,1:0:0:0:
196,92,7889,5,0,1:0:0:0:
280,240,10527,5,0,1:0:0:0:
128,356,13164,5,0,1:0:0:0:
128,356,13329,1,2,1:0:0:0:
128,356,13494,1,2,1:0:0:0:
128,356,13658,1,2,1:0:0:0:
448,188,15801,5,0,1:0:0:0:
148,36,18439,5,0,1:0:0:0:
148,36,18604,1,2,1:0:0:0:
148,36,18768,1,2,1:0:0:0:
148,36,18933,1,2,1:0:0:0:
104,256,21076,5,0,1:0:0:0:
144,216,23713,5,0,1:0:0:0:
144,184,24043,1,0,1:0:0:0:
144,152,24373,1,0,1:0:0:0:
352,128,26351,5,0,1:0:0:0:
352,160,26680,1,0,1:0:0:0:
352,192,27010,1,0,1:0:0:0:
300,288,28988,5,0,1:0:0:0:
256,288,29318,1,0,1:0:0:0:
212,288,29647,1,0,1:0:0:0:
152,112,30307,1,0,1:0:0:0:
192,96,30636,1,0,1:0:0:0:
232,80,30966,1,0,1:0:0:0:
356,152,31625,5,0,1:0:0:0:
292,196,31955,1,0,1:0:0:0:
220,236,32285,1,0,1:0:0:0:
164,284,34263,5,2,1:0:0:0:
264,276,34593,1,2,1:0:0:0:
328,212,34922,1,2,1:0:0:0:
140,136,36900,5,2,1:0:0:0:
212,68,37230,1,2,1:0:0:0:
312,72,37560,1,2,1:0:0:0:
96,64,39538,5,0,1:0:0:0:
