osu file format v128

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 4
TimelineZoom: 1.9119997024536133

[Metadata]
Title: 
Artist: 
Creator: Xelyz29417
Version: 

[Difficulty]
HPDrainRate: 5
CircleSize: 5
OverallDifficulty: 5
ApproachRate: 5
SliderMultiplier: 1.4
SliderTickRate: 1

[Events]
2,945,5170
2,8445,10795
2,12195,14545
2,15945,18061
2,38445,40795

[TimingPoints]
745,234.375,4,1,0,100,1,0

[Colours]
Combo1: 255,192,0,255
Combo2: 0,202,0,255
Combo3: 18,124,255,255
Combo4: 242,24,57,255

[HitObjects]
256,192,745,5,0,1:0:0:0:
124,192,6370,5,2,2:0:0:0:
127,157,6428,1,2,2:0:0:0:
139,124,6487,1,2,2:0:0:0:
159,96,6545,1,2,2:0:0:0:
186,74,6604,1,2,2:0:0:0:
218,60,6662,1,2,2:0:0:0:
253,56,6721,1,2,2:0:0:0:
287,61,6780,1,2,2:0:0:0:
319,75,6838,1,2,2:0:0:0:
346,97,6897,1,2,2:0:0:0:
366,126,6955,1,2,2:0:0:0:
377,159,7014,1,2,2:0:0:0:
379,194,7073,1,2,2:0:0:0:
372,228,7131,1,2,2:0:0:0:
356,259,7190,1,2,2:0:0:0:
332,284,7248,1,2,2:0:0:0:
307,300,7307,5,2,2:0:0:0:
274,310,7366,1,2,2:0:0:0:
239,311,7424,1,2,2:0:0:0:
205,303,7483,1,2,2:0:0:0:
175,286,7541,1,2,2:0:0:0:
150,262,7600,1,2,2:0:0:0:
133,231,7659,1,2,2:0:0:0:
125,197,7717,1,2,2:0:0:0:
126,162,7776,1,2,2:0:0:0:
136,129,7834,1,2,2:0:0:0:
155,100,7893,1,2,2:0:0:0:
182,77,7952,1,2,2:0:0:0:
213,62,8010,1,2,2:0:0:0:
247,56,8069,1,2,2:0:0:0:
282,60,8127,1,2,2:0:0:0:
315,72,8186,1,2,2:0:0:0:
256,192,8245,1,4,2:0:0:0:
52,192,8245,1,4,2:0:0:0:
464,192,8245,1,4,2:0:0:0:
342,94,8245,1,0,2:0:0:0:
128,104,11995,5,0,2:0:0:0:
324,192,15745,5,0,2:0:0:0:
180,224,19260,5,2,2:0:0:0:
156,252,19377,1,2,2:0:0:0:
132,280,19495,1,0,2:0:0:0:
360,140,20315,1,2,2:0:0:0:
380,168,20373,1,2,2:0:0:0:
400,200,20432,1,2,2:0:0:0:
124,136,21252,1,2,2:0:0:0:
152,116,21311,1,2,2:0:0:0:
180,96,21370,1,2,2:0:0:0:
280,232,22190,1,2,2:0:0:0:
252,252,22248,1,2,2:0:0:0:
228,276,22307,1,2,2:0:0:0:
256,76,23245,5,0,2:0:0:0:
396,192,23713,1,0,2:0:0:0:
256,304,24182,1,0,2:0:0:0:
100,192,24651,1,0,2:0:0:0:
256,76,25120,5,0,2:0:0:0:
396,192,25588,1,0,2:0:0:0:
256,304,26057,1,0,2:0:0:0:
100,192,26526,1,0,2:0:0:0:
176,68,26995,1,0,2:0:0:0:
220,224,27463,1,0,2:0:0:0:
352,108,27932,1,0,2:0:0:0:
372,288,28401,1,0,2:0:0:0:
152,288,28870,1,0,2:0:0:0:
324,228,29338,1,0,2:0:0:0:
140,156,29807,1,0,2:0:0:0:
336,72,30276,1,0,2:0:0:0:
256,268,30745,1,0,2:0:0:0:
236,120,31213,1,0,2:0:0:0:
320,264,31682,1,0,2:0:0:0:
288,96,32151,1,0,2:0:0:0:
144,284,32620,1,0,2:0:0:0:
372,276,33088,1,0,2:0:0:0:
140,216,33557,1,0,2:0:0:0:
372,204,34026,1,0,2:0:0:0:
320,280,34377,1,2,2:0:0:0:
292,296,34436,1,2,2:0:0:0:
260,312,34495,1,2,2:0:0:0:
196,76,35315,1,2,2:0:0:0:
168,92,35373,1,2,2:0:0:0:
136,108,35432,1,2,2:0:0:0:
384,192,36252,1,2,2:0:0:0:
356,208,36311,1,2,2:0:0:0:
324,224,36370,1,2,2:0:0:0:
240,260,36604,1,0,2:0:0:0:
240,260,36721,1,0,2:0:0:0:
172,256,36838,1,0,2:0:0:0:
172,256,36955,1,0,2:0:0:0:
212,92,37190,1,0,2:0:0:0:
352,116,37424,1,0,2:0:0:0:
328,188,37541,1,0,2:0:0:0:
256,60,37776,1,0,2:0:0:0:
64,296,38245,1,4,2:0:0:0:
104,296,38245,1,4,2:0:0:0:
140,296,38245,1,4,2:0:0:0:
180,296,38245,1,4,2:0:0:0:
220,296,38245,1,4,2:0:0:0:
256,296,38245,1,4,2:0:0:0:
296,296,38245,1,4,2:0:0:0:
336,296,38245,1,4,2:0:0:0:
372,296,38245,1,4,2:0:0:0:
412,296,38245,1,4,2:0:0:0:
452,296,38245,1,4,2:0:0:0:
256,192,38245,1,2,2:0:0:0:
256,192,41995,5,2,2:0:0:0:
336,312,42463,1,2,2:0:0:0:
404,192,42932,1,2,2:0:0:0:
332,68,43401,1,2,2:0:0:0:
256,192,43870,5,2,2:0:0:0:
176,312,44338,1,2,2:0:0:0:
